10,-2.74E-03
15.14,-4.15E-03
22.91,-6.28E-03
34.67,-9.51E-03
52.48,-1.44E-02
79.43,-2.18E-02
120.2,-3.30E-02
182,-4.99E-02
275.4,-7.55E-02
416.9,-1.14E-01
631,-1.73E-01
955,-2.62E-01
1.45E+03,-3.96E-01
2.19E+03,-6.00E-01
3.31E+03,-9.08E-01
5.01E+03,-1.374
7.59E+03,-2.079
1.15E+04,-3.145
1.74E+04,-4.754
2.63E+04,-7.175
3.98E+04,-10.79
6.03E+04,-16.09
9.12E+04,-23.58
1.38E+05,-33.45
2.09E+05,-44.99
3.16E+05,-56.53
4.79E+05,-66.39
7.24E+05,-73.86
1.10E+06,-79.13
1.66E+06,-82.7
2.51E+06,-85.05
3.80E+06,-86.57
5.75E+06,-87.48
8.71E+06,-87.97
1.32E+07,-88.1
2.00E+07,-87.93
3.02E+07,-87.49
4.57E+07,-86.91
6.92E+07,-86.75
1.05E+08,-88.9
1.59E+08,-98.27
2.40E+08,-120.7
3.63E+08,-146.2
5.50E+08,-161.3
8.32E+08,-168.9
1.26E+09,-173
1.91E+09,-175.5
2.88E+09,-177.1
4.37E+09,-178.1
6.61E+09,-178.7
1.00E+10,-179.2
