0,1.205924767506953e-05
2e-11,1.543160998630746e-05
2.75e-11,1.436169929891465e-05
4.25e-11,-7.237701216354742e-06
5.34606560090031e-11,-2.530299141664819e-05
6.358545795449427e-11,-4.666099194712122e-06
7.148344689516149e-11,9.124569274303142e-06
8.000000000000001e-11,1.326610451943982e-05
8.647047437697171e-11,1.083950407853076e-05
9.545880142631033e-11,1.072413134231666e-05
1.031946014055315e-10,1.140836156768291e-05
1.140319062347861e-10,1.147786496534512e-05
1.227747568130297e-10,1.109853626505047e-05
1.25703056869116e-10,1.088380546055167e-05
1.315596569812886e-10,1.034450145935782e-05
1.372554342148495e-10,9.573454122770175e-06
1.429407259408902e-10,8.673311151858263e-06
1.505060255733918e-10,7.718792497896862e-06
1.581795722220502e-10,7.497663774466445e-06
1.620163455463794e-10,7.790268571079803e-06
1.684447439147409e-10,8.374193350824919e-06
1.758593594242293e-10,9.156286470242447e-06
1.815909791450211e-10,9.710631514167416e-06
1.899061232069718e-10,1.04143163010327e-05
1.975714915689122e-10,1.094698759528054e-05
2.070454448401738e-10,1.150809332801922e-05
2.145821889430846e-10,1.182794818815838e-05
2.21987449879603e-10,1.202249610400301e-05
2.307084492842599e-10,1.216439143511353e-05
2.395365454163893e-10,1.226207484805581e-05
2.475866065945503e-10,1.226995547280027e-05
2.580091143899535e-10,1.200225228203808e-05
2.643601987519812e-10,1.164316661069997e-05
2.670149400839942e-10,1.127706891050913e-05
2.7232442274802e-10,1.053597302234513e-05
2.799697365324245e-10,9.208993744562429e-06
2.880857163272718e-10,7.748274937263315e-06
2.976227499515731e-10,6.350865920185243e-06
3.045141388593561e-10,5.369135051147802e-06
3.126204235442181e-10,4.283419778147255e-06
3.200516432426276e-10,3.835291414722999e-06
3.286974001903422e-10,4.192960889178966e-06
3.349981824679718e-10,4.998030970247858e-06
3.441830304534343e-10,6.295326794161833e-06
3.503820623697613e-10,6.710580617444367e-06
3.528607950807774e-10,6.833246943110704e-06
3.578182605028096e-10,7.01357808692447e-06
3.648186739387978e-10,7.310242191637276e-06
3.728187965479308e-10,7.783048412286354e-06
3.818608494228842e-10,8.859110711705628e-06
3.87250831434905e-10,9.179653566317932e-06
3.945714083975387e-10,9.513493451872967e-06
4.014393309298678e-10,9.902951138711705e-06
4.103544902703326e-10,1.038845843284336e-05
4.191101462442926e-10,1.084169801041724e-05
4.284439505939919e-10,1.129700171529353e-05
4.350357988268171e-10,1.158398509649167e-05
4.375836122861923e-10,1.169026462621315e-05
4.426792392049427e-10,1.189360770589881e-05
4.502533049922744e-10,1.216464368369075e-05
4.584310886259474e-10,1.242695581023733e-05
4.677979523566202e-10,1.268420003179611e-05
4.746931252425903e-10,1.28676027584068e-05
4.826813474468358e-10,1.304995501630178e-05
4.90014620832343e-10,1.31962671111367e-05
4.986535273891239e-10,1.334483120867437e-05
5.044081935630193e-10,1.343090296019299e-05
5.135251429592856e-10,1.354854858445128e-05
5.199730723822253e-10,1.361791173921043e-05
5.225455054639566e-10,1.36426782788595e-05
5.276903716274191e-10,1.368779937901536e-05
5.353848663037156e-10,1.374455236919246e-05
5.434156694085267e-10,1.379152248245852e-05
5.533752961656125e-10,1.38337857840506e-05
5.602786205652623e-10,1.385404558765471e-05
5.684555997735373e-10,1.386924628729824e-05
5.76046387457421e-10,1.387599519838851e-05
5.847004457004024e-10,1.38757646939056e-05
5.904937968198731e-10,1.387151945864933e-05
5.996811668139128e-10,1.385871613600349e-05
6.059768558413223e-10,1.384621516257948e-05
6.084617970227926e-10,1.384047706803072e-05
6.134316793857332e-10,1.382833371020467e-05
6.209903387330233e-10,1.380624649851044e-05
6.291206611917156e-10,1.377920164728524e-05
6.386414783278005e-10,1.374385170767008e-05
6.4557243969281e-10,1.371600383011976e-05
6.535262195977813e-10,1.368218636393388e-05
6.608623483310291e-10,1.364959446895467e-05
6.694962177191278e-10,1.360975728171226e-05
6.752561496288622e-10,1.358250200912084e-05
6.843602998877479e-10,1.353852997711381e-05
6.908126180760876e-10,1.350690290229483e-05
6.933950698719012e-10,1.349414337871792e-05
6.985599734635285e-10,1.346853299857609e-05
7.062706259158509e-10,1.343012580465584e-05
7.142891325757516e-10,1.339012955738095e-05
7.243122319992058e-10,1.334021604555274e-05
7.311912849454582e-10,1.330615979427365e-05
7.393998494373613e-10,1.326581598199219e-05
7.470311122565434e-10,1.32287164545198e-05
7.556895422331619e-10,1.318716457524966e-05
7.614924172402408e-10,1.315969563734258e-05
7.706914577570514e-10,1.311682789006119e-05
7.769662200339261e-10,1.308825696724732e-05
7.794410948921749e-10,1.307770555567939e-05
7.843908446086726e-10,1.305514692427181e-05
7.919318703852818e-10,1.302185872761919e-05
8.000790679800066e-10,1.298669121274361e-05
8.095372777514254e-10,1.294692453596534e-05
8.164657493355905e-10,1.291853850574567e-05
8.243966195001534e-10,1.288682827468251e-05
8.317003260972301e-10,1.285837629905622e-05
8.403330223156251e-10,1.282568567862448e-05
8.460875856813594e-10,1.280445839102172e-05
8.551805732881126e-10,1.277183012492685e-05
8.616485624763829e-10,1.274925957034705e-05
8.642446586833985e-10,1.274033478253266e-05
8.694368510974297e-10,1.272279915542636e-05
8.771677405318229e-10,1.269732476561512e-05
8.851738957955308e-10,1.267194476541947e-05
8.952626231786034e-10,1.264302279303423e-05
9.021152645499611e-10,1.262302068749672e-05
9.103619268351605e-10,1.259414973852466e-05
9.18037168494578e-10,1.256086911662118e-05
9.267281856176058e-10,1.253560153073609e-05
9.326579339527413e-10,1.255721258269217e-05
9.422758321045948e-10,1.259841616525372e-05
9.482504226456498e-10,1.258838353723346e-05
9.512377179161772e-10,1.257958127348611e-05
9.572123084572321e-10,1.256764119889136e-05
9.654956527569757e-10,1.254931258428753e-05
9.786079346388298e-10,1.251643288323759e-05
1.003841478413784e-09,1.245195821716599e-05
1.035502227148636e-09,1.237794937154824e-05
1.083604768033965e-09,1.2285651218346e-05
1.175215551747953e-09,1.216605542063854e-05
1.260142816343681e-09,1.208869878925444e-05
1.322089160264405e-09,1.087250414415867e-05
1.33884407964431e-09,9.606506311277917e-06
1.366389399639953e-09,7.655133573442528e-06
1.375953676522435e-09,6.980832655607813e-06
1.395082230287399e-09,5.469078621895575e-06
1.433339337817328e-09,3.081425007541034e-06
1.463836654787924e-09,3.837843548264136e-06
1.474775357002673e-09,4.578117908183185e-06
1.496652761432172e-09,8.232492691069439e-06
1.503733334478631e-09,9.790326314441322e-06
1.514717832073098e-09,1.130943623499453e-05
1.525277956178294e-09,1.000844872452565e-05
1.531450651701296e-09,8.573285072436047e-06
1.542702644250056e-09,4.965296242032878e-06
1.553199937948659e-09,1.302127486042932e-06
1.566352566140442e-09,-7.947197713395103e-06
1.582993911263891e-09,-7.999767021506958e-06
1.59762665060282e-09,2.080621493953324e-05
1.608817236323151e-09,-7.798218651692198e-07
1.620449196038971e-09,-7.666926753034675e-05
1.629743467727964e-09,-9.49596314327922e-05
1.641285446442318e-09,-7.886431304988134e-05
1.652768793004566e-09,-4.859967160318115e-05
1.664080249764094e-09,-1.30461954276716e-07
1.672493673478673e-09,4.902403852428462e-05
1.683259812914996e-09,0.0001450207422199553
1.693314409733078e-09,0.0002739465445684994
1.710172747540827e-09,0.0006010367135821505
1.724343563554536e-09,0.000987954156085746
1.744278084587145e-09,0.001712118723724828
1.784147126652365e-09,0.003719267555856245
1.825221855672982e-09,0.006222804314077449
1.883765785874259e-09,0.009996445020309563
1.902572567776386e-09,0.01118132016580684
1.909970896146003e-09,0.01163876778515486
1.924767552885238e-09,0.01253384435987793
1.935546982038586e-09,0.01316762882706045
1.948965002611586e-09,0.01393262027855036
1.965337556403587e-09,0.01482789322705051
1.98716305041274e-09,0.01595252637807599
2.002031384394112e-09,0.01667177100138888
2.020862643376257e-09,0.01752745449098942
2.034631360993668e-09,0.01811558119641277
2.052589550103519e-09,0.01883590155752683
2.071484897831407e-09,0.01953967635001995
2.094891746474161e-09,0.02033685731665831
2.125210466956954e-09,0.02126013652040734
2.170778913082834e-09,0.02243841815129714
2.261915805334593e-09,0.02423625989186714
2.422150038084789e-09,0.02608588577365037
2.688720812094016e-09,0.02736679455162139
3.051658815733736e-09,0.02724890291287548
3.505751650168962e-09,0.02669340900605912
4e-09,0.0259416692844284
4.020000000000001e-09,0.02591111807668093
4.027500000000001e-09,0.0258996538238445
4.042500000000001e-09,0.02589824805059036
4.05595341470209e-09,0.02589816846547708
4.058959237864329e-09,0.0258909837966189
4.064970884188806e-09,0.02587496435025109
4.071369509983086e-09,0.02585940958801737
4.08e-09,0.02584253603709431
4.086862778459672e-09,0.02583518634895874
4.096016709635069e-09,0.0258212820415244
4.103919500757639e-09,0.02580955861057127
4.116067387071252e-09,0.02579240226787989
4.124977996747228e-09,0.02578067480900262
4.133458953062032e-09,0.0257697478087389
4.141922532666825e-09,0.02575879565749041
4.150797830010225e-09,0.02574733127662578
4.157130743313008e-09,0.02573919129928965
4.16631898249671e-09,0.02572740755350823
4.172238887947512e-09,0.0257198271743344
4.181192257559205e-09,0.02570844078789249
4.189119878383123e-09,0.02569855418303526
4.200470579923884e-09,0.02568472432800847
4.20745272356044e-09,0.02567625452355326
4.215188573208832e-09,0.02566695047560708
4.223269868126771e-09,0.02565707628511794
4.232004305168278e-09,0.02564624222581229
4.238096802585169e-09,0.02563851749070672
4.247466465621198e-09,0.02562641100803588
4.253855775275294e-09,0.02561755459125766
4.256447801163161e-09,0.02561375682512616
4.261631852938893e-09,0.02560597944032765
4.269267991205792e-09,0.02559367737120933
4.277388662002973e-09,0.02557976110708908
4.286962161452778e-09,0.02556293462617547
4.293868134521279e-09,0.02555129899174974
4.301879598865513e-09,0.02553891649015016
4.309255701790753e-09,0.02552756410329823
4.317887667456959e-09,0.02551556084253223
4.324459031498568e-09,0.02550722558817919
4.333641379667765e-09,0.02549658796541556
4.339728321727496e-09,0.02548956826871563
4.342227243268109e-09,0.02548673427061452
4.347225086349334e-09,0.02548035622814461
